[Wed Oct  7 14:51:05.183 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:51:30.767 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:51:44.461 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:51:54.517 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:52:03.922 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:52:14.833 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:52:22.673 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:54:08.611 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:54:11.457 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:54:21.058 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:54:27.045 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:55:11.606 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:55:17.950 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:55:24.219 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:55:36.706 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:55:41.552 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:56:57.869 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:56:58.155 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:57:05.048 2009] 0.028 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:57:11.550 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:57:30.182 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:57:35.404 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:57:42.811 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:59:19.874 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:59:26.256 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 14:59:34.422 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 14:59:38.625 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:08:30.066 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:08:38.967 2009] 0.018 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:08:47.628 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:09:43.820 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:09:54.822 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:10:01.131 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:10:37.445 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:10:42.669 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:11:15.371 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:11:38.666 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:12:02.126 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:12:07.829 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:12:17.118 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:13:04.244 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:13:11.296 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:13:20.252 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:13:58.767 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:14:03.612 2009] 0.020 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:14:12.872 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:15:02.064 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:15:07.595 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:15:15.936 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:15:58.639 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:16:22.654 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:16:39.149 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:16:48.714 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:16:58.022 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:17:02.746 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:20:54.671 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:21:03.916 2009] 0.012 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:21:18.869 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:21:38.060 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:21:46.235 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:22:24.077 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:22:43.900 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:24:22.280 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:24:29.013 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:24:30.935 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:24:38.189 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:26:08.137 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:26:19.471 2009] 0.021 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:26:27.638 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:27:06.924 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:27:12.483 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:27:20.892 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:30:34.088 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:30:42.720 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:30:48.351 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:31:20.624 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:31:26.003 2009] 0.016 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:31:34.912 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:32:15.293 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:32:23.330 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:32:29.681 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:33:03.295 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:33:09.378 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:33:23.552 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:35:00.830 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:35:05.320 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:35:30.606 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:35:35.500 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:38:01.383 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:38:07.627 2009] 0.026 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:41:47.171 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:41:56.067 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:44:48.406 2009] 0.026 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:44:50.997 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:44:58.535 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:47:22.442 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:48:02.342 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:48:11.218 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:51:51.079 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:52:03.956 2009] 0.022 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:52:49.847 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 15:53:00.667 2009] 0.000 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Wed Oct  7 15:54:28.594 2009] 0.000 sec [ext/2/rel 53 (0,12)] [*] @sex 1 @age 1
[Wed Oct  7 16:04:53.935 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 16:05:00.811 2009] 0.032 sec [ext/2/rel 53 (0,12)] [*] @sex 1 @age 1
[Wed Oct  7 17:19:12.542 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Wed Oct  7 17:19:15.652 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Oct  9 15:17:56.902 2009] 0.019 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Oct  9 15:17:59.701 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Oct  9 15:19:08.889 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Fri Oct  9 15:19:11.144 2009] 0.007 sec [ext/2/rel 17 (0,12)] [*] @sex 2 @age 1
[Fri Oct  9 15:19:14.368 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Oct  9 16:33:11.699 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Oct  9 16:33:11.764 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Oct  9 16:33:36.845 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Oct  9 17:51:39.131 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Fri Oct  9 17:51:41.542 2009] 0.036 sec [ext/2/rel 17 (0,12)] [*] @sex 2 @age 1
[Mon Oct 12 09:40:49.990 2009] 0.015 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 09:40:57.756 2009] 0.033 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 09:45:12.843 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 09:52:59.340 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 09:53:04.692 2009] 0.001 sec [all/2/rel 249 (0,12)] [*] city
[Mon Oct 12 09:53:24.797 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 09:53:27.992 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 09:53:51.739 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 09:53:57.046 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 09:54:54.595 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 09:55:03.748 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 09:56:51.050 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 09:56:55.362 2009] 0.019 sec [all/2/rel 9 (0,12)] [*] x
[Mon Oct 12 09:56:59.553 2009] 0.000 sec [all/2/rel 0 (0,12)] [*] city bot
[Mon Oct 12 09:57:05.375 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 09:57:18.767 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:10:45.086 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:10:45.493 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:10:50.515 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:11:49.604 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:18:12.135 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:18:12.476 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:18:19.747 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:18:50.343 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:19:31.960 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:19:33.934 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:19:40.485 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:20:24.628 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:20:32.464 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:20:54.407 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:20:58.379 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:21:23.856 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:21:28.803 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:23:08.151 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:23:11.762 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:23:50.296 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:23:52.462 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:23:56.852 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:25:16.436 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:25:22.288 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:38:33.710 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:38:36.398 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:38:41.732 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:43:11.660 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:43:17.880 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] city boot
[Mon Oct 12 10:44:02.049 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 10:44:04.997 2009] 0.001 sec [all/2/rel 249 (0,12)] [*] city
[Mon Oct 12 11:28:22.054 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Mon Oct 12 11:28:26.638 2009] 0.012 sec [ext/2/rel 1 (0,12)] [*] @sex 1 @age 4
[Mon Oct 12 11:28:31.508 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:28:32.875 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:33:30.832 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:33:34.511 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:34:45.917 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:34:48.237 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:34:49.750 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:34:53.201 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:35:24.170 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:35:26.193 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:54:50.233 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:54:53.270 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:55:49.020 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:55:51.519 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:56:45.898 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 11:56:50.157 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Mon Oct 12 11:56:56.913 2009] 0.000 sec [ext/2/rel 53 (0,12)] [*] @sex 1 @age 1
[Mon Oct 12 12:02:44.313 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 12:02:49.100 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 12:03:37.323 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 12:05:42.896 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 12:05:46.589 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:32:37.725 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:32:40.084 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:33:00.760 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:36:32.387 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:36:34.911 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:39:22.867 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:39:26.041 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:40:15.359 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:40:26.841 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:40:29.701 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:42:41.324 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 13:42:42.386 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Mon Oct 12 13:42:47.881 2009] 0.000 sec [ext/2/rel 0 (0,12)] [*] @sex 3 @age 4
[Mon Oct 12 13:42:54.974 2009] 0.000 sec [ext/2/rel 53 (0,12)] [*] @sex 1 @age 1
[Mon Oct 12 13:43:01.391 2009] 0.000 sec [ext/2/rel 53 (0,12)] [*] @sex 1 @age 1
[Mon Oct 12 13:44:07.973 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Mon Oct 12 14:01:05.791 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 14:01:19.526 2009] 0.033 sec [all/2/rel 1 (0,12)] [*] cafe koha
[Mon Oct 12 14:01:34.925 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] cafe koha
[Mon Oct 12 14:04:06.193 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Oct 12 14:07:05.696 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Mon Oct 12 14:07:09.727 2009] 0.000 sec [ext/2/rel 53 (0,12)] [*] @sex 1 @age 1
[Mon Oct 12 14:07:11.192 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Oct 12 14:57:28.558 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Oct 12 14:57:41.045 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Oct 12 15:32:26.525 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Mon Oct 12 15:32:28.568 2009] 0.019 sec [ext/2/rel 53 (0,12)] [*] @sex 1 @age 1
[Mon Oct 12 15:32:54.382 2009] 0.027 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 15:32:56.230 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 15:49:43.554 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Mon Oct 12 15:49:45.458 2009] 0.000 sec [ext/2/rel 53 (0,12)] [*] @sex 1 @age 1
[Mon Oct 12 15:53:06.389 2009] 0.000 sec [scan/2/rel 227 (0,12)] [*] 
[Mon Oct 12 16:18:55.567 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 16:19:04.447 2009] 0.026 sec [all/2/rel 1 (0,12)] [*] cargo
[Mon Oct 12 16:20:17.586 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Oct 12 16:20:21.253 2009] 0.000 sec [all/2/rel 1 (0,12)] [*] cargo
[Mon Oct 12 16:25:46.892 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 10:27:25.912 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Tue Oct 13 10:27:32.267 2009] 0.040 sec [all/2/rel 254 (0,12)] [*] starbucks
[Tue Oct 13 12:39:15.245 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Tue Oct 13 12:39:18.634 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Tue Oct 13 12:41:16.459 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 12:41:16.607 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 12:41:46.564 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 12:46:20.319 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 12:46:20.411 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 12:46:34.976 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 12:56:35.952 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 12:56:36.061 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 12:56:55.709 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 13:00:10.399 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Tue Oct 13 14:43:20.682 2009] 0.037 sec [scan/2/rel 43159 (0,12)] [*] 
[Tue Oct 13 14:43:23.892 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Tue Oct 13 14:43:31.977 2009] 0.021 sec [all/2/rel 1489 (0,12)] [*] bar
[Tue Oct 13 22:31:18.156 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Tue Oct 13 22:31:18.422 2009] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Oct 16 11:03:05.888 2009] 0.017 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Oct 16 11:13:47.975 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Oct 16 11:14:01.872 2009] 0.003 sec [scan/4/rel 43159 (0,12)] [*] 
[Fri Oct 16 11:15:01.126 2009] 0.000 sec [all/4/rel 17 (0,12)] [*] barbican
[Fri Oct 16 11:17:09.384 2009] 0.000 sec [all/4/rel 17 (0,12)] [*] barbican
[Fri Oct 16 11:17:12.111 2009] 0.000 sec [all/4/rel 17 (0,12)] [*] barbican
[Fri Oct 16 11:25:36.045 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Oct 16 11:25:42.140 2009] 0.000 sec [all/2/rel 17 (0,12)] [*] barbican
[Fri Oct 16 11:25:53.699 2009] 0.000 sec [all/2/rel 17 (0,20)] [*] barbican
[Fri Oct 16 11:25:58.872 2009] 0.000 sec [all/2/rel 17 (0,20)] [*] barbican
[Fri Oct 16 11:26:01.290 2009] 0.000 sec [all/2/rel 17 (0,20)] [*] barbican
[Fri Oct 16 11:27:07.091 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Oct 16 11:27:12.192 2009] 0.000 sec [all/2/rel 17 (0,12)] [*] barbican
[Fri Oct 16 11:27:20.104 2009] 0.000 sec [all/2/rel 17 (0,20)] [*] barbican
[Fri Oct 16 11:27:21.542 2009] 0.000 sec [all/2/rel 17 (0,20)] [*] barbican
[Fri Oct 16 11:27:41.355 2009] 0.000 sec [all/2/rel 17 (0,20)] [*] barbican
[Fri Oct 16 11:27:55.942 2009] 0.000 sec [all/2/rel 17 (0,20)] [*] barbican
[Fri Oct 16 11:28:03.120 2009] 0.000 sec [all/2/rel 17 (0,20)] [*] barbican
