[Thu Jan 14 16:44:55.331 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 15 09:56:08.622 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 15 10:13:47.374 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 15 10:49:48.240 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 15 10:50:08.204 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 15 11:14:40.406 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 15 11:14:50.234 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 15 11:39:51.730 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 15 11:39:51.792 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 15 11:40:08.813 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 15 11:58:39.478 2010] 0.013 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 10:24:28.444 2010] 0.099 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 10:24:29.120 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 10:31:06.121 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 10:31:06.269 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 10:32:33.628 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:31:09.121 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:31:09.201 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:40:33.229 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:42:08.450 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:42:08.572 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:50:16.967 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:50:17.031 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:50:54.076 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:50:54.128 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:51:20.149 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:52:46.881 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 11:52:46.952 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 12:36:01.488 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 12:36:01.627 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:13:46.198 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:13:46.423 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:14:04.368 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:16:19.376 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:16:19.850 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:16:34.169 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:31:42.211 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:32:32.643 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 18 13:33:03.666 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 10:00:49.083 2010] 0.000 sec [scan/5/rel 28 (0,14)] [*] 
[Fri Jan 22 10:01:02.643 2010] 0.000 sec [scan/5/rel 69 (0,14)] [*] 
[Fri Jan 22 10:02:23.306 2010] 0.065 sec [all/5/rel 1 (0,14)] [*] hellopulse
[Fri Jan 22 10:02:47.263 2010] 0.000 sec [all/5/rel 0 (0,14)] [*] hellopulse
[Fri Jan 22 17:10:01.129 2010] 0.010 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 17:10:22.597 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 17:10:22.632 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 18:10:04.060 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 18:10:04.094 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 18:24:22.122 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 18:24:22.210 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 18:51:12.607 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 18:51:12.640 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 18:53:19.315 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 18:53:19.338 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 18:53:41.957 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 18:53:41.982 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 18:54:10.641 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 18:54:10.670 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 18:55:20.929 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 18:55:20.960 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 18:56:57.654 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 18:56:57.680 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 21:07:09.840 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 21:07:09.893 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 21:08:24.478 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 21:08:24.502 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 21:08:41.773 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 21:08:41.801 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 21:11:12.800 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 21:11:12.825 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 21:11:19.360 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 21:11:19.380 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 21:11:27.686 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 21:11:27.707 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 21:11:33.681 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 21:11:33.770 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Fri Jan 22 21:14:21.015 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Jan 22 21:17:27.770 2010] 0.000 sec [scan/2/rel 96 (0,14)] [*] 
[Fri Jan 22 21:18:57.787 2010] 0.000 sec [scan/3/rel 15 (0,14)] [*] 
[Fri Jan 22 21:19:06.716 2010] 0.000 sec [scan/3/rel 4 (0,14)] [*] 
[Fri Jan 22 21:30:27.790 2010] 0.000 sec [scan/5/rel 20 (0,14)] [*] 
[Fri Jan 22 21:30:34.772 2010] 0.004 sec [scan/2/rel 43158 (0,14)] [*] 
[Fri Jan 22 21:30:48.875 2010] 0.004 sec [scan/2/rel 43158 (0,14)] [*] 
[Mon Jan 25 08:49:57.081 2010] 0.021 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Jan 25 08:49:57.131 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 25 09:21:28.514 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Jan 25 09:22:05.327 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Jan 25 09:22:36.099 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Jan 25 09:22:36.143 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 25 10:27:26.357 2010] 0.022 sec [scan/5/rel 19 (0,14)] [*] 
[Mon Jan 25 10:27:49.871 2010] 0.000 sec [scan/5/rel 31 (0,14)] [*] 
[Mon Jan 25 15:47:46.973 2010] 0.046 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Jan 25 20:30:14.425 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 25 20:30:14.491 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 25 20:30:52.236 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Mon Jan 25 20:31:00.300 2010] 0.000 sec [scan/2/rel 0 (0,20)] [user_core] 
[Thu Feb  4 14:16:07.904 2010] 0.027 sec [all/2/rel 0 (0,20)] [*] dan
[Thu Feb  4 14:16:18.962 2010] 0.020 sec [all/2/rel 4 (0,20)] [*] danc
[Thu Feb  4 14:16:22.342 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] dan
[Thu Feb  4 14:16:23.665 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] da
[Thu Feb  4 14:16:26.301 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] dan
[Thu Feb  4 14:16:36.914 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] dan
[Thu Feb  4 14:16:37.170 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] da
[Thu Feb  4 14:16:39.074 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Thu Feb  4 14:16:39.329 2010] 0.020 sec [all/2/rel 1 (0,20)] [*] run
[Thu Feb  4 14:16:39.558 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Thu Feb  4 14:16:47.494 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Thu Feb  4 14:37:14.510 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Thu Feb  4 16:43:44.731 2010] 0.000 sec [scan/5/rel 19 (0,14)] [*] 
[Thu Feb  4 16:43:54.433 2010] 0.000 sec [scan/5/rel 19 (0,14)] [*] 
[Fri Feb  5 09:54:40.040 2010] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Feb  5 09:55:23.262 2010] 0.055 sec [all/2/rel 0 (0,20)] [*] me
[Fri Feb  5 09:55:23.776 2010] 0.014 sec [all/2/rel 0 (0,20)] [*] mee
[Fri Feb  5 09:55:24.073 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] meet
[Fri Feb  5 09:55:25.213 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] meeti
[Fri Feb  5 09:55:25.574 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] meetin
[Fri Feb  5 09:55:26.363 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] meeting
[Fri Feb  5 09:55:27.238 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] meetin
[Fri Feb  5 09:55:27.509 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] meeti
[Fri Feb  5 09:55:27.752 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] mee
[Fri Feb  5 09:55:27.973 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] me
[Fri Feb  5 09:55:29.523 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] dri
[Fri Feb  5 09:55:29.758 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] drin
[Fri Feb  5 09:55:33.031 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] dri
[Fri Feb  5 09:55:33.306 2010] 0.017 sec [all/2/rel 0 (0,20)] [*] dr
[Fri Feb  5 09:55:34.633 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 09:55:34.916 2010] 0.062 sec [all/2/rel 1 (0,20)] [*] run
[Fri Feb  5 09:55:35.162 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 09:55:43.811 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 09:56:14.051 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:04:27.287 2010] 0.010 sec [all/2/rel 0 (0,20)] [*] runni
[Fri Feb  5 10:04:27.862 2010] 0.098 sec [all/2/rel 1 (0,20)] [*] running
[Fri Feb  5 10:08:17.359 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:08:17.854 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] run
[Fri Feb  5 10:08:18.087 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 10:08:18.410 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runni
[Fri Feb  5 10:08:18.661 2010] 0.018 sec [all/2/rel 0 (0,20)] [*] runnin
[Fri Feb  5 10:08:45.782 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:08:46.262 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] run
[Fri Feb  5 10:08:46.594 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 10:08:46.822 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runni
[Fri Feb  5 10:08:47.046 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runnin
[Fri Feb  5 10:09:31.617 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:09:32.191 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] run
[Fri Feb  5 10:09:32.423 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runnin
[Fri Feb  5 10:09:32.653 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] running
[Fri Feb  5 10:09:32.964 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] running
[Fri Feb  5 10:12:34.861 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:12:35.343 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] run
[Fri Feb  5 10:12:35.686 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 10:12:35.942 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runni
[Fri Feb  5 10:12:46.688 2010] 0.019 sec [scan/2/rel 0 (0,20)] [activity_core] 
[Fri Feb  5 10:13:20.844 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:13:21.582 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] run
[Fri Feb  5 10:13:21.941 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 10:13:25.637 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:13:30.983 2010] 0.002 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:18:40.303 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:18:40.878 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 10:18:41.118 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runni
[Fri Feb  5 10:18:41.358 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runnin
[Fri Feb  5 10:18:41.684 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] running
[Fri Feb  5 10:18:45.452 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:18:46.701 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ci
[Fri Feb  5 10:18:46.949 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] cir
[Fri Feb  5 10:18:47.301 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] circ
[Fri Feb  5 10:18:47.554 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] circl
[Fri Feb  5 10:18:47.801 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] circle
[Fri Feb  5 10:18:48.040 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] circles
[Fri Feb  5 10:36:56.861 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:36:57.324 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 10:37:36.556 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ds
[Fri Feb  5 10:37:39.296 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:37:39.534 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 10:52:36.136 2010] 0.009 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:52:36.724 2010] 0.028 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 10:52:36.967 2010] 0.001 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 10:53:04.634 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:53:05.118 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 10:53:05.358 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 10:58:47.354 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:58:47.835 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 10:59:29.076 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 10:59:29.737 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 10:59:30.035 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 11:00:07.078 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 11:00:07.694 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 11:00:07.931 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 11:03:28.321 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ar
[Fri Feb  5 11:03:28.681 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ari
[Fri Feb  5 11:03:28.928 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ar
[Fri Feb  5 11:03:29.190 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] aro
[Fri Feb  5 11:03:29.447 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] arou
[Fri Feb  5 11:03:29.793 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] aroun
[Fri Feb  5 11:03:30.040 2010] 0.000 sec [all/2/rel 1 (0,20)] [*] around
[Fri Feb  5 11:04:39.075 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] al
[Fri Feb  5 11:04:42.152 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 11:04:42.403 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 11:05:58.336 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 11:05:59.015 2010] 0.036 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 11:05:59.276 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 11:36:46.945 2010] 0.040 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 11:36:47.769 2010] 0.030 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 11:36:48.084 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 11:36:48.414 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runni
[Fri Feb  5 11:36:48.854 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runnin
[Fri Feb  5 11:36:49.186 2010] 0.001 sec [all/2/rel 2 (0,20)] [*] running
[Fri Feb  5 11:36:49.579 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] running
[Fri Feb  5 11:36:49.986 2010] 0.001 sec [all/2/rel 0 (0,20)] [*] running a
[Fri Feb  5 11:37:11.692 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 11:37:12.732 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 11:37:13.156 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 11:37:13.745 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runnin
[Fri Feb  5 11:37:14.174 2010] 0.004 sec [all/2/rel 0 (0,20)] [*] runni
[Fri Feb  5 11:37:14.789 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] running
[Fri Feb  5 11:37:15.231 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] running
[Fri Feb  5 11:38:40.632 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 11:38:41.561 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 11:38:42.199 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runni
[Fri Feb  5 11:38:42.683 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runnin
[Fri Feb  5 11:38:43.193 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] running
[Fri Feb  5 11:39:10.046 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 11:39:11.014 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] running
[Fri Feb  5 11:40:20.456 2010] 0.000 sec [scan/2/rel 97 (0,20)] [*] 
[Fri Feb  5 11:40:25.438 2010] 0.000 sec [scan/2/rel 97 (0,20)] [*] 
[Fri Feb  5 11:40:25.797 2010] 0.000 sec [scan/2/rel 97 (0,20)] [*] 
[Fri Feb  5 11:40:26.385 2010] 0.000 sec [scan/2/rel 97 (0,20)] [*] 
[Fri Feb  5 11:40:26.799 2010] 0.000 sec [scan/2/rel 97 (0,20)] [*] 
[Fri Feb  5 11:40:39.644 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
[Fri Feb  5 11:40:40.528 2010] 0.000 sec [all/2/rel 2 (0,20)] [*] run
[Fri Feb  5 11:40:41.039 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] runn
[Fri Feb  5 11:43:13.362 2010] 0.038 sec [all/2/rel 0 (0,20)] [*] l
[Fri Feb  5 11:43:13.964 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ljh
[Fri Feb  5 11:43:14.349 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ljhl
[Fri Feb  5 11:43:14.758 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ljhli
[Fri Feb  5 11:43:29.601 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] mm
[Fri Feb  5 11:43:30.208 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] mmm
[Fri Feb  5 11:43:30.606 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] mmmm
[Fri Feb  5 11:43:39.608 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] mmm
[Fri Feb  5 11:43:40.070 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] mm
[Fri Feb  5 11:43:41.665 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ll
[Fri Feb  5 11:43:42.071 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] lll
[Fri Feb  5 11:43:42.376 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] llll
[Fri Feb  5 11:43:42.767 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] lllll
[Fri Feb  5 11:43:43.664 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] llllll
[Fri Feb  5 11:43:44.149 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] lllllll
[Fri Feb  5 11:43:45.130 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] llllllll
[Fri Feb  5 11:43:45.544 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] lllllllll
[Fri Feb  5 11:43:45.961 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] llllllllll
[Fri Feb  5 11:43:46.543 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] lllllllllll
[Fri Feb  5 11:43:46.996 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] llllllllllll
[Fri Feb  5 11:44:13.310 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] lllllllllll
[Fri Feb  5 11:44:17.777 2010] 0.001 sec [all/2/rel 0 (0,20)] [*] pp
[Fri Feb  5 11:44:18.369 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppp
[Fri Feb  5 11:44:19.430 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppp
[Fri Feb  5 11:44:20.418 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppp
[Fri Feb  5 11:44:21.260 2010] 0.001 sec [all/2/rel 0 (0,20)] [*] pppppp
[Fri Feb  5 11:44:22.491 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppppp
[Fri Feb  5 11:44:23.621 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppppppp
[Fri Feb  5 11:44:24.618 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppppppp
[Fri Feb  5 11:44:26.735 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppppppppp
[Fri Feb  5 11:44:27.699 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppppppppp
[Fri Feb  5 11:44:28.807 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppppppppppp
[Fri Feb  5 11:44:29.626 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppppppppppp
[Fri Feb  5 11:44:30.642 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppppppppppppp
[Fri Feb  5 11:44:31.351 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppppppppppppp
[Fri Feb  5 11:44:32.558 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppppppppppppppp
[Fri Feb  5 11:44:33.978 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppppppppppppppp
[Fri Feb  5 11:44:35.124 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppppppppppppppppp
[Fri Feb  5 11:44:37.491 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppppppppppppppppp
[Fri Feb  5 11:44:39.146 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppppppppppppppppppp
[Fri Feb  5 11:44:40.436 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ppppppppppppppppppppp
[Fri Feb  5 11:44:46.207 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] pppppppppppppppppppp
[Fri Feb  5 11:48:36.259 2010] 0.000 sec [all/2/rel 0 (0,20)] [*] ru
